Dni_Aseg_Anonymized;Asegurado_Id_Anonymized;Poliza_Certificado_Id_Anonymized;Numero_Poliza_Anonymized;Placa_Vehiculo_Anonymized;Edad_Cliente;segmento_edad;Sexo_Cd;Estado_Civil_Desc;Ciudad_Cliente;Departamento_Cliente;Sector_Economico_Cliente;Rango_Ingresos_Cliente;Antiguedad_Cliente_En_CanalDD_Anios;Num_Total_Polizas_Cliente_CanalDD;Fecha_Inicio_Primera_Vigencia;Fecha_Fin_Efectiva_Poliza;Vigencia_Total_Poliza_Meses;Subproducto_Desc;Forma_Pago_Desc;Valor_Accesorios_Certificado;Ultima_Prima_Anualizada_Cert;Clase_Vehiculo_Tarifa;Marca_Vehiculo_Calculada;Linea_Vehiculo_Calculada;Modelo_Vehiculo;Gama_Alta_Calculada;Valor_Comercial_Vehiculo;Valor_Accesorios_Vehiculo_Sia;Valor_Accesorio_Especial_Veh;Ciudad_Ubicacion_Vehiculo;Departamento_Ubicacion_Vehiculo;Tipo_Servicio_Vehiculo_Desc;Prima_Total_Devengada_Certificado;Siniestros_Total_Incurridos_Certificado;Margen_Tecnico_Total_Certificado;Num_Total_Asistencias_Certificado;Costo_Total_Asistencias_Certificado;Margen_Bruto_Total_Certificado;Cliente_Tiene_Soat_Activo;Cliente_Tiene_Hogar_Activo;Cliente_Tiene_MasVida_Activo;Cliente_Tiene_Salud_Activo;Cliente_Tiene_Vida_Activo;Nombre_Agente_Anonymized
5A-B0-AE-9B;19-6B-19-51;06-F1-B7-62;D9-FD-29-8E;13-22-BC-8E;54;Adulto;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;1 - 1'200.000;1,1;1;2/04/2024;2/06/2024;2;PLAN AUTO CLASICO;Mensual;430.000,00;4.075.654,00;CAMPEROS Y PICK-UP;CHEVROLET;TRACKER;2.016;NO;45.900.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;572.383,07;0;572.383,07;2;87.600,00;484.783,07;1;0;0;0;0;1D-A0-23-D2
97-3E-9D-56;E6-16-2A-1B;81-F7-11-9F;D9-6F-09-0E;98-E7-A9-F4;47;Adulto Joven;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";Sin Informacion;4;4;12/06/2024;12/06/2024;0;PLAN AUTO BASICO;Mensual;0;1.306.446,00;AUTOMOVILES;CHEVROLET;SWIFT 1.0;1.994;NO;11.900.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;-3;0;-3;0;0;-3;0;0;0;0;1;1D-A0-23-D2
23-1A-6D-BD;F6-7E-57-B1;50-08-EC-8D;49-80-69-09;E0-45-F3-4C;37;Adulto Joven;M;CASADO(A);BOGOTA D.C.;BOGOTA D.C.;INFORMATICA Y ACTIVIDADES CONEXAS;Sin Informacion;0,89;1;18/06/2024;18/06/2025;12;PLAN AUTO CLASICO;Mensual;0;3.980.812,00;CAMPEROS Y PICK-UP;CHEVROLET;EQUINOX;2.019;NO;90.100.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.958.839,19;0;2.958.839,19;3;239.486,00;2.719.353,19;0;0;0;1;1;1D-A0-23-D2
A5-39-60-A9;65-EE-88-80;48-43-18-22;BA-E8-90-F7;6D-B4-60-5B;35;Adulto Joven;F;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;1,74;1;10/08/2023;10/08/2024;12;PLAN MOTOS;Semestral;0;1.136.098,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.022;NO;15.200.000,00;0;0;SABANETA;ANTIOQUIA;Particular;1.155.320,04;0;1.155.320,04;0;0;1.155.320,04;0;0;0;1;0;1D-A0-23-D2
6D-33-D9-11;83-9C-18-1F;59-43-E3-66;3A-3B-1C-F6;3B-AE-01-B5;34;Adulto Joven;F;UNION LIBRE;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;0,77;1;31/07/2024;31/07/2025;12;PLAN MOTOS;Mensual;120.000,00;1.509.394,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.021;NO;14.100.000,00;120.000,00;0;MEDELLIN;ANTIOQUIA;Particular;1.015.757,36;0;1.015.757,36;0;0;1.015.757,36;0;0;0;0;1;1D-A0-23-D2
A1-26-2F-51;31-18-31-D4;43-7E-60-62;E0-0B-97-9A;66-AF-8D-84;53;Adulto;F;Sin Informacion;MANZANARES;CALDAS;Sin Información;Sin Informacion;1,46;1;23/11/2023;21/02/2024;2,94;PLAN MOTOS;Mensual;0;1.016.918,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.024;NO;11.200.000,00;?;?;MANZANARES;CALDAS;Particular;210.713,06;0;210.713,06;0;0;210.713,06;0;0;0;0;0;1D-A0-23-D2
2E-F3-C1-57;71-67-D1-E0;54-02-62-A4;B4-03-85-34;29-17-55-49;45;Adulto Joven;F;CASADO(A);CALI;VALLE DEL CAUCA;OTRAS ACTIVIDADES EMPRESARIALES;1'200.001 - 3'000.000;0,78;1;25/07/2024;25/07/2025;12;PLAN AUTO CLASICO;Anual;1.400.000,00;3.374.477,00;AUTOMOVILES;RENAULT;KWID;2.021;NO;37.700.000,00;?;0;PALMIRA;VALLE DEL CAUCA;Particular;2.142.367,05;0;2.142.367,05;2;40.000,00;2.102.367,05;1;0;0;0;0;1D-A0-23-D2
18-CE-91-0A;B1-F3-2E-74;33-7A-B6-D6;59-B1-35-8A;53-98-58-E7;26;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;0,72;1;20/08/2024;20/08/2025;12;PLAN MOTOS;Trimestral;0;1.062.677,00;MOTO 125 - 250 CC ;VICTORY;MRX150;2.021;NO;6.500.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;570.461,01;0;570.461,01;0;0;570.461,01;1;0;0;0;0;1D-A0-23-D2
56-AB-78-D9;02-B4-6A-1F;A5-BD-41-80;3C-D7-5B-4B;3F-75-A7-11;49;Adulto Joven;M;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;0,42;1;4/12/2024;4/12/2025;12;PLAN AUTO GLOBAL;Mensual;800.000,00;5.413.533,00;CAMPEROS Y PICK-UP;BYD;SONGPLUSDMI;2.024;NO;159.200.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.125.368,13;-17.232.869,00;19.358.237,13;5;2.497.162,00;16.861.075,13;0;0;0;0;0;1D-A0-23-D2
DF-29-94-AE;9C-CC-98-99;55-6B-CD-7C;45-38-B2-3B;87-DE-C7-42;59;Adulto;F;VIUDO(A);COTA;CUNDINAMARCA;SERVICIOS SOCIALES Y DE SALUD;Sin Informacion;1,76;1;4/08/2023;4/08/2023;0;PLAN AUTO GLOBAL;Anual;0;4.777.025,00;CAMPEROS Y PICK-UP;PORSCHE;CAYENNE;2.008;SI;111.200.000,00;0;0;COTA;CUNDINAMARCA;Particular;0;0;0;0;0;0;0;0;0;0;1;1D-A0-23-D2
5D-10-AB-4A;46-61-39-3D;2A-24-90-B1;3E-56-C1-AA;6D-8F-E3-C1;36;Adulto Joven;F;CASADO(A);CALI;VALLE DEL CAUCA;Sin Información;Sin Informacion;0,37;1;23/12/2024;22/02/2025;1,97;PLAN AUTO GLOBAL;Mensual;230.000,00;4.856.849,00;CAMPEROS Y PICK-UP;CHEVROLET;TRACKER;2.017;NO;49.400.000,00;?;0;CALI;VALLE DEL CAUCA;Particular;546.870,18;0;546.870,18;0;0;546.870,18;0;0;0;0;0;1D-A0-23-D2
E2-69-42-97;D3-BD-F8-96;6F-D6-F5-3F;C4-DA-AE-61;C6-44-46-F7;37;Adulto Joven;F;Sin Informacion;MONTERIA;CORDOBA;Sin Información;Sin Informacion;0,78;1;25/07/2024;25/07/2025;12;PLAN UTILITARIOS Y PESADOS CLASICO;Mensual;0;2.595.257,00;CAMION MEDIANO;HYUNDAI;PORTER;2.012;NO;42.500.000,00;0;0;MONTERIA;CORDOBA;Publico especial;1.743.426,22;0;1.743.426,22;0;0;1.743.426,22;0;0;0;0;0;1D-A0-23-D2
72-58-21-B0;96-6D-01-1E;DE-0D-62-9D;9B-74-0F-F5;A1-24-D1-3B;64;Adulto;M;CASADO(A);MEDELLIN;ANTIOQUIA;CONSTRUCCION;Sin Informacion;1,23;1;13/02/2024;13/02/2026;24;PLAN MOTOS;Mensual;130.000,00;797.032,00;MOTO 0- 125 CC;AUTECO;OTRAS;2.022;NO;5.100.000,00;130.000,00;0;MEDELLIN;ANTIOQUIA;Particular;856.986,29;0;856.986,29;2;130.231,00;726.755,29;0;0;0;0;1;1D-A0-23-D2
91-FA-2D-2C;1B-FF-9C-45;61-F0-6E-B6;E1-DC-DB-47;C6-E9-92-AC;28;Joven;F;Sin Informacion;MANIZALES;CALDAS;Sin Información;Sin Informacion;1,93;1;2/06/2023;2/06/2023;0;PLAN MOTOS;Mensual;0;1.292.102,00;MOTO > 250 CC;ROYAL ENFIELD;RUMBLER350;2.017;NO;9.800.000,00;0;0;MANIZALES;CALDAS;Particular;2,92;0;2,92;2;67.410,00;-67.407,08;0;0;0;0;0;1D-A0-23-D2
A1-B7-17-B3;4E-D7-5C-F8;14-7A-69-7F;01-E8-BF-EF;B2-1C-10-72;38;Adulto Joven;M;SOLTERO(A);MANIZALES;CALDAS;Sin Información;Sin Informacion;0,33;1;10/01/2025;10/01/2026;12;PLAN MOTOS;Mensual;0;820.086,00;MOTO 125 - 250 CC ;KTM;OTRAS;2.022;NO;13.600.000,00;0;0;MANIZALES;CALDAS;Particular;207.100,06;0;207.100,06;1;45.549,00;161.551,06;0;0;0;0;0;1D-A0-23-D2
58-CD-35-B6;92-BE-18-8D;84-BB-56-6F;9E-0B-82-9B;D4-6E-59-57;57;Adulto;M;Sin Informacion;AMAGA;ANTIOQUIA;CONSTRUCCION;1 - 1'200.000;1,99;3;10/05/2023;10/10/2023;5;PLAN AUTO BASICO;Mensual;0;1.402.226,00;CAMPEROS Y PICK-UP;TOYOTA;HILUX;1.997;NO;36.800.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;493.935,03;0;493.935,03;0;0;493.935,03;0;0;0;0;1;1D-A0-23-D2
0C-38-13-03;9F-AE-68-76;44-68-BC-63;57-4C-CD-97;1C-EA-01-94;68;Mayor;F;Sin Informacion;CARTAGENA;BOLIVAR;Sin Información;Sin Informacion;1,77;1;1/08/2023;1/10/2023;2;PLAN MOTOS;Mensual;0;941.025,00;MOTO > 250 CC;OTRAS MARCAS;OTRAS;2.024;NO;18.000.000,00;700.000,00;0;CARTAGENA;BOLIVAR;Particular;132.156,07;0;132.156,07;0;0;132.156,07;0;0;0;0;0;1D-A0-23-D2
C2-82-3D-CF;9A-61-69-7C;EC-8A-AC-A0;5A-FF-6C-D9;CE-34-C0-7E;27;Joven;M;SOLTERO(A);BELLO;ANTIOQUIA;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";Sin Informacion;1,05;1;19/04/2024;18/11/2024;6,97;PLAN MOTOS;Mensual;0;1.298.772,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.021;NO;7.100.000,00;0;0;BELLO;ANTIOQUIA;Particular;636.903,33;0;636.903,33;0;0;636.903,33;0;0;0;0;1;1D-A0-23-D2
A6-66-3D-96;ED-85-5E-19;0F-39-4F-9F;42-11-53-6D;78-64-F2-4F;61;Adulto;F;CASADO(A);PASQUILLA;BOGOTA D.C.;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,29;2;24/01/2024;24/01/2026;24;PLAN AUTO GLOBAL;Mensual;0;3.518.557,00;AUTOMOVILES;BMW;100;2.011;SI;45.100.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;4.201.181,48;0;4.201.181,48;0;0;4.201.181,48;1;0;0;0;0;1D-A0-23-D2
4B-8D-14-43;3C-E7-C8-98;A9-81-96-39;18-28-79-05;5C-CD-4B-43;43;Adulto Joven;M;CASADO(A);MEDELLIN;ANTIOQUIA;Sin Información;Sin Informacion;1,16;2;9/03/2024;8/06/2024;2,97;PLAN UTILITARIOS Y PESADOS CLASICO;Mensual;0;4.693.186,00;CAMION MEDIANO;CHEVROLET;NHR;2.023;NO;129.600.000,00;230.000,00;0;MEDELLIN;ANTIOQUIA;Publico especial;983.261,03;0;983.261,03;0;0;983.261,03;0;0;0;0;1;1D-A0-23-D2
9D-C8-50-62;D2-05-A7-F0;E2-C8-69-63;38-6C-F1-E9;6A-46-29-34;38;Adulto Joven;F;CASADO(A);ENVIGADO;ANTIOQUIA;EDUCACION;Sin Informacion;0,04;1;22/04/2025;22/04/2026;12;PLAN AUTO GLOBAL;Semestral;0;5.398.340,00;CAMPEROS Y PICK-UP;SUBARU;XV20ISCVT;2.021;NO;101.000.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;2.235.359,00;0;2.235.359,00;0;0;2.235.359,00;1;0;0;1;1;1D-A0-23-D2
C6-DD-F2-B0;55-95-3C-1B;21-0D-53-B5;29-B0-99-5C;31-92-C8-9C;42;Adulto Joven;F;Sin Informacion;CARTAGENA;BOLIVAR;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,46;1;23/11/2023;23/11/2025;24;PLAN MOTOS;Mensual;0;773.631,00;MOTO 0- 125 CC;AKT;OTRAS;2.024;NO;7.300.000,00;0;0;CARTAGENA;BOLIVAR;Particular;1.050.211,70;0;1.050.211,70;1;64.054,00;986.157,70;0;0;0;0;1;1D-A0-23-D2
E8-05-C4-2B;18-CE-B0-62;A7-50-2A-81;FF-A6-C6-78;56-38-4B-64;37;Adulto Joven;M;Sin Informacion;BELLO;ANTIOQUIA;"ADMINISTRACION PUBLICA Y DEFENSA; SEGURIDAD SOCIAL DE AFILIACION OBLIGAT ORIA";Sin Informacion;0,5;1;7/11/2024;7/11/2025;12;PLAN MOTOS;Mensual;0;1.237.723,00;MOTO 125 - 250 CC ;AKT;OTRAS;2.025;NO;9.100.000,00;0;0;BELLO;ANTIOQUIA;Particular;486.311,18;0;486.311,18;0;0;486.311,18;0;0;0;0;0;1D-A0-23-D2
8D-8B-00-7C;59-28-64-69;FD-00-66-62;03-B8-E3-1C;20-BF-BF-AD;36;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;ACTIVIDADES DE ASOCIACIONES NCP;Sin Informacion;2,55;2;5/06/2023;5/06/2023;0;PLAN AUTO GLOBAL;Mensual;0;11.234.274,00;CAMPEROS Y PICK-UP;SUBARU;OTRAS;2.022;NO;171.500.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;0,04;0;0,04;0;0;0,04;0;0;0;0;0;1D-A0-23-D2
7D-7D-EA-E9;77-4E-50-16;44-DA-1C-96;53-AE-8E-3C;84-EC-9F-87;43;Adulto Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;FABRICACION DE PRODUCTOS TEXTILES;1 - 1'200.000;1,76;1;3/08/2023;2/05/2024;8,97;PLAN AUTO CLASICO;Mensual;0;4.708.892,00;AUTOMOVILES;RENAULT;STEPWAY;2.022;NO;72.800.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2.814.198,21;0;2.814.198,21;0;0;2.814.198,21;0;0;0;0;0;1D-A0-23-D2
B4-51-43-AC;48-C7-B8-10;7A-ED-DB-D3;7C-58-DD-29;DD-01-CA-1E;30;Joven;F;Sin Informacion;GALAPA;ATLANTICO;"COMERCIO AL POR MENOR, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS; REPARACION DE EFECTOS PERSONALES Y ENSERES DOMESTICOS";Sin Informacion;0,44;1;30/11/2024;30/11/2025;12;PLAN AUTO GLOBAL;Mensual;0;4.306.397,00;AUTOMOVILES;CHEVROLET;BEAT;2.022;NO;45.100.000,00;0;0;BARRANQUILLA;ATLANTICO;Particular;1.689.465,21;0;1.689.465,21;2;273.576,00;1.415.889,21;0;0;0;0;0;1D-A0-23-D2
93-C8-87-5C;27-9B-A7-B8;81-69-14-F9;4C-B9-D8-E7;3C-7C-03-F9;47;Adulto Joven;F;Sin Informacion;CARTAGENA;BOLIVAR;Sin Información;Sin Informacion;2,21;2;9/01/2024;9/01/2024;0;PLAN MOTOS;Mensual;0;557.603,00;MOTO 125 - 250 CC ;AKT;AK200TTREIII;2.022;NO;7.500.000,00;0;0;ZAMBRANO;BOLIVAR;Particular;0;0;0;0;0;0;0;0;0;0;0;1D-A0-23-D2
F5-9B-16-28;44-83-14-89;FC-89-4A-D1;4F-A3-F0-24;51-3E-C5-8D;25;Joven;M;Sin Informacion;CALI;VALLE DEL CAUCA;CONSTRUCCION;Sin Informacion;1,24;1;10/02/2024;10/02/2026;24;PLAN MOTOS;Trimestral;0;896.055,00;MOTO 125 - 250 CC ;SUZUKI;OTRAS;2.024;NO;11.200.000,00;0;0;FLORIDA;VALLE DEL CAUCA;Particular;908.618,04;0;908.618,04;0;0;908.618,04;0;0;0;0;1;1D-A0-23-D2
89-F1-85-9B;36-9E-7E-8F;FE-74-CE-8D;A1-D0-DE-E1;B8-47-8B-B8;22;Joven;M;Sin Informacion;MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;1 - 1'200.000;1,54;1;23/10/2023;25/10/2023;0,06;PLAN AUTO CLASICO;Mensual;0;9.661.117,00;AUTOMOVILES;TOYOTA;COROLLASEG;2.019;NO;84.900.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;44.487,00;0;44.487,00;1;28.280,00;16.207,00;0;0;0;0;1;1D-A0-23-D2
B7-21-41-FF;C2-81-48-CE;F7-AD-AE-5C;9D-B3-C3-44;AD-DF-7E-37;45;Adulto Joven;M;SOLTERO(A);COPACABANA;ANTIOQUIA;Sin Información;Sin Informacion;1,37;2;27/12/2023;27/12/2023;0;PLAN MOTOS;Mensual;320.000,00;2.286.234,00;MOTO > 250 CC;SUZUKI;DL650;2.013;NO;22.300.000,00;320.000,00;0;MEDELLIN;ANTIOQUIA;Particular;0;0;0;0;0;0;0;0;0;0;0;1D-A0-23-D2
70-B9-29-A1;62-77-89-16;44-A7-A9-5A;94-51-B4-6E;C6-FA-20-9D;42;Adulto Joven;M;SOLTERO(A);BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;0,45;1;26/11/2024;25/02/2025;2,97;PLAN AUTO CLASICO;Mensual;0;3.997.283,00;CAMPEROS Y PICK-UP;TOYOTA;FORTUNER;2.013;NO;90.800.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;725.312,12;0;725.312,12;0;0;725.312,12;0;0;0;0;0;1D-A0-23-D2
95-B5-F2-53;23-07-10-0F;53-10-4C-00;54-86-04-3A;58-58-43-B2;54;Adulto;F;Sin Informacion;RIONEGRO;ANTIOQUIA;Sin Información;Sin Informacion;0,73;1;15/08/2024;15/11/2024;3;PLAN AUTO GLOBAL;Trimestral;0;3.055.450,00;AUTOMOVILES;CHEVROLET;AVEO;2.009;NO;23.200.000,00;0;0;RIONEGRO;ANTIOQUIA;Particular;638.270,08;0;638.270,08;2;218.452,00;419.818,08;0;0;0;0;0;1D-A0-23-D2
E1-BA-D8-E3;EF-28-53-67;4C-AF-E9-31;0E-09-C6-E9;4D-88-BD-D5;41;Adulto Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;HOTELES Y RESTAURANTES HOTELES, RESTAURANTES, BARES Y SIMILARES;Sin Informacion;1,23;2;13/02/2024;13/02/2024;0;Plan Autos Básico Pérdidas Totales;Mensual;0;2.325.486,00;AUTOMOVILES;CHEVROLET;SAIL;2.018;NO;36.200.000,00;2.880.000,00;0;PUERTO BOYACA;BOYACA;Particular;0;0;0;0;0;0;0;0;0;0;0;1D-A0-23-D2
A0-5E-9E-09;0B-F9-7A-91;B9-7E-42-46;9A-2C-6E-00;63-73-33-B3;33;Adulto Joven;F;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;0,88;1;22/06/2024;22/06/2025;12;PLAN AUTO BASICO;Anual;0;906.636,00;AUTOMOVILES;KIA;RIO;2.015;NO;37.100.000,00;592.500,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;628.313,99;0;628.313,99;3;267.165,00;361.148,99;0;0;0;0;0;1D-A0-23-D2
EE-67-15-67;6F-C7-78-C6;7A-61-AF-2F;A6-80-EA-E8;42-C5-FB-C9;33;Adulto Joven;M;SOLTERO(A);COPACABANA;ANTIOQUIA;TRANSPORTE POR VIA AEREA;1 - 1'200.000;1,65;1;12/09/2023;12/09/2025;24;PLAN MOTOS;Mensual;0;1.169.063,00;MOTO 125 - 250 CC ;YAMAHA;OTRAS;2.024;NO;13.800.000,00;?;0;COPACABANA;ANTIOQUIA;Particular;1.692.306,66;0;1.692.306,66;0;0;1.692.306,66;0;0;0;1;0;1D-A0-23-D2
45-7F-6D-F5;6C-70-95-F8;ED-13-39-FF;24-90-AE-ED;C9-13-B1-25;60;Adulto;F;SOLTERO(A);ITAGUI;ANTIOQUIA;CONSTRUCCION;Sin Informacion;0,8;1;19/07/2024;19/07/2025;12;PLAN AUTO BASICO;Mensual;0;1.682.133,00;AUTOMOVILES;CHEVROLET;SPARK;2.009;NO;18.800.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;1.170.198,27;0;1.170.198,27;0;0;1.170.198,27;0;0;0;1;0;1D-A0-23-D2
0E-CB-7E-87;72-02-AB-E9;2E-EA-7E-AE;53-78-EA-5C;76-B7-14-6A;30;Joven;M;SOLTERO(A);MEDELLIN;ANTIOQUIA;OTRAS ACTIVIDADES EMPRESARIALES;Sin Informacion;1,64;2;16/09/2023;16/09/2023;0;PLAN MOTOS;Trimestral;0;1.304.111,00;MOTO 0- 125 CC;AKT;AK125DYNPRO;2.023;NO;7.200.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;1,99;0;1,99;0;0;1,99;0;0;0;0;0;1D-A0-23-D2
7E-BF-42-59;BB-E0-D4-8D;47-0A-B9-9D;04-F3-21-50;5F-CA-CC-60;40;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;INDUSTRIAS MANUFACTURERAS ELABORACION DE PRODUCTOS ALIMENTICIOS Y DE BEBIDAS;Sin Informacion;1,27;1;30/01/2024;30/01/2024;0;PLAN MOTOS;Mensual;0;1.670.737,00;MOTO > 250 CC;OTRAS MARCAS;OTRAS;2.023;NO;16.300.000,00;?;0;BOGOTA D.C.;BOGOTA D.C.;Particular;0,03;0;0,03;0;0;0,03;0;0;0;0;1;1D-A0-23-D2
2D-63-92-72;A5-3F-05-B4;9B-C6-CF-88;5D-1A-1C-A0;65-57-98-E5;64;Adulto;M;CASADO(A);LA ESTRELLA;ANTIOQUIA;ACTIVIDADES AUXILIARES DE LA INTERMEDIACION FINANCIERA;MAS DE 5'000.000;3,62;2;5/04/2024;5/04/2024;0;PLAN AUTO CLASICO;Mensual;0;4.332.803,00;CAMPEROS Y PICK-UP;CHEVROLET;OTRAS;2.022;NO;81.200.000,00;?;0;MEDELLIN;ANTIOQUIA;Particular;3;0;3;0;0;3;0;0;0;0;1;1D-A0-23-D2
1D-FD-11-BD;76-02-95-86;5E-BF-D2-01;2A-1C-9D-AB;A8-92-1B-07;32;Adulto Joven;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,42;1;5/12/2023;5/12/2023;0;PLAN MOTOS;Mensual;0;793.555,00;MOTO 125 - 250 CC ;AKT;AK162CR4;2.023;NO;6.200.000,00;?;0;SOACHA;CUNDINAMARCA;Particular;-3;0;-3;0;0;-3;0;0;0;0;0;1D-A0-23-D2
E1-E6-7E-DA;38-10-13-1D;E3-4F-AC-A0;30-EE-26-6A;AC-F3-E9-DD;-1;?;-1;Sin Informacion;MEDELLIN;ANTIOQUIA;ELECTRICIDAD, GAS, VAPOR;Sin Informacion;1,43;1;1/12/2023;1/06/2024;6;PLAN MOTOS;Mensual;0;783.533,00;MOTO 0- 125 CC;TVS;TVSSPORT;2.021;NO;4.400.000,00;0;0;MEDELLIN;ANTIOQUIA;Particular;328.317,09;0;328.317,09;0;0;328.317,09;0;0;0;0;0;1D-A0-23-D2
58-E9-66-F5;B7-A0-B9-EB;FB-EB-CF-D5;2A-4A-54-3C;DD-03-D8-3A;39;Adulto Joven;M;Sin Informacion;SOACHA;CUNDINAMARCA;Sin Información;Sin Informacion;2,41;4;15/10/2024;15/10/2024;0;PLAN MOTOS;Mensual;280.000,00;1.146.006,00;MOTO 125 - 250 CC ;KTM;200DUKENG;2.021;NO;12.700.000,00;280.000,00;0;BOGOTA D.C.;BOGOTA D.C.;Particular;2,97;0;2,97;0;0;2,97;1;0;0;0;0;1D-A0-23-D2
82-8C-52-93;72-96-B0-47;E1-4F-D1-A5;76-90-B1-D8;C9-FA-5C-39;34;Adulto Joven;F;SOLTERO(A);GIRON;SANTANDER;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACION DE VEHICULOS AUTOMOTORES, MOTOCICLETAS, EFECTOS PERSONALES Y ENSERES DOMESTICOS COMERCIO, MANTENIMIENTO DE VEHICULOS AUTOMOTORES Y MOTOCICLETAS, SUS PARTES, PIEZAS Y ACCESORIOS; COMERCIO AL POR MENOR DE COMBUSTIBLES Y LUBRICANTES PARA VEHICULOS AUTOMOTORES";Sin Informacion;1,74;1;10/08/2023;10/08/2025;24;PLAN MOTOS;Mensual;0;576.568,00;MOTO 0- 125 CC;HONDA;OTRAS;2.024;NO;7.000.000,00;0;0;GIRON;SANTANDER;Particular;932.229,65;0;932.229,65;0;0;932.229,65;0;0;0;0;1;1D-A0-23-D2
F3-5D-4E-CF;26-50-C4-51;A9-12-D4-D0;0A-EC-1E-D8;80-C6-A0-75;53;Adulto;M;Sin Informacion;BOGOTA D.C.;BOGOTA D.C.;Sin Información;Sin Informacion;1,36;1;28/12/2023;28/04/2024;4;PLAN MOTOS;Mensual;400.000,00;4.029.588,00;MOTO > 250 CC;HONDA;CB;2.022;NO;42.300.000,00;0;0;BOGOTA D.C.;BOGOTA D.C.;Particular;1.122.551,06;0;1.122.551,06;0;0;1.122.551,06;0;0;0;0;0;1D-A0-23-D2
06-05-00-5C;BB-1A-57-93;3F-B3-DA-C8;8D-26-B3-67;8E-D0-3F-76;60;Adulto;F;CASADO(A);CARTAGENA;BOLIVAR;"COMERCIO AL POR MAYOR Y EN COMISION O POR CONTRATA, EXCEPTO EL COMERCIO DE VEHICULOS AUTOMOTOTRES Y MOTOCICLETAS; MANTENIMIENTO Y REPARACION DE MAQUINARIA Y EQUIPO";Sin Informacion;7,38;2;20/11/2024;20/11/2025;12;PLAN AUTO GLOBAL;Anual;0;2.302.815,00;CAMPEROS Y PICK-UP;MAZDA;CX;2.014;NO;60.200.000,00;0;0;SINCELEJO;SUCRE;Particular;965.506,95;0;965.506,95;2;626.757,00;338.749,95;1;0;0;0;1;1D-A0-23-D2
